"filename", "language", "XML", "JSON", "C#", "Swift", "YAML", "Properties", "Gradle", "C++", "HTML", "Dart", "Markdown", "Docker", "comment", "blank", "total"
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Identity\GoogleTokenResponse.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 13
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Identity\GoogleUserInfo.cs", "C#", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Identity\RoleService.cs", "C#", 0, 0, 26, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 29
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Identity\SeedUserRoleInitial.cs", "C#", 0, 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 131
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Identity\UserService.cs", "C#", 0, 0, 96, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 117
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\AdditionalUserRoleRepository.cs", "C#", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 42
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\AddressRepository.cs", "C#", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 43
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\CityRepository.cs", "C#", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 38
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\CountryRepository.cs", "C#", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 41
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\DeviceRepository.cs", "C#", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\PagedBaseResponseHelper.cs", "C#", 0, 0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 47
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\PaymentMethodRepository.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\PersonAddressRepository.cs", "C#", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 39
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\PersonRepository.cs", "C#", 0, 0, 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 42
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\Repository.cs", "C#", 0, 0, 32, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 35
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\RoleProfileRepository.cs", "C#", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 5, 40
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\StateRepository.cs", "C#", 0, 0, 40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 45
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\TemporaryUserRoleRepository.cs", "C#", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 11, 51
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\UserProfileRepository.cs", "C#", 0, 0, 34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7, 42
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\WeatherAlertRepository.cs", "C#", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 59
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\WeatherConditionRepository.cs", "C#", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 59
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\WeatherForecastRepository.cs", "C#", 0, 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 60
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\Repositories\WeatherNotificationRepository.cs", "C#", 0, 0, 74, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 80
"c:\Projetos\weather-tracking\Api\iVertion.Infra.Data\iVertion.Infra.Data.csproj", "XML", 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 35
"c:\Projetos\weather-tracking\Api\iVertion.Infra.IoC\DependencyInjectionAPI.cs", "C#", 0, 0, 75, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 25, 130
"c:\Projetos\weather-tracking\Api\iVertion.Infra.IoC\DependencyInjectionJWT.cs", "C#", 0, 0, 37, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 1, 43
"c:\Projetos\weather-tracking\Api\iVertion.Infra.IoC\DependencyInjectionSwagger.cs", "C#", 0, 0, 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 68
"c:\Projetos\weather-tracking\Api\iVertion.Infra.IoC\iVertion.Infra.IoC.csproj", "XML", 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 26
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Controllers\AccountController.cs", "C#", 0, 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 20, 219
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Controllers\AddressController.cs", "C#", 0, 0, 111, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 118
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Controllers\PersonController.cs", "C#", 0, 0, 90, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 7, 125
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Controllers\TokenController.cs", "C#", 0, 0, 199, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 15, 246
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Controllers\UserController.cs", "C#", 0, 0, 699, 0, 0, 0, 0, 0, 0, 0, 0, 0, 151, 43, 893
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\AdditionalUserRoleModel.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 19
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\EditMyUserNameMode.cs", "C#", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\EditTemporaryUserRoleModel.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 1, 25
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\EditUserNameModel.cs", "C#", 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 17
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\EditeMyUserFullNameModel.cs", "C#", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 16
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\EditeUserFullNameModel.cs", "C#", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 18
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\LoginModel.cs", "C#", 0, 0, 14, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 16
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\RegisterModel.cs", "C#", 0, 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 1, 45
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\RegisterPerson.cs", "C#", 0, 0, 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 2, 32
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\RegisterUserProfile.cs", "C#", 0, 0, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 7
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\RemoveTemporaryUserRoleModel.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 2, 23
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\ResetMyPasswordModel.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\ResetPasswordModel.cs", "C#", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 22
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\RoleFromUserProfileIdModel.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\RoleModel.cs", "C#", 0, 0, 17, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 19
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\RoleProfileModel.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\TemporaryUserRoleModel.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 2, 29
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\UserProfileModel.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Models\UserToken.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 10
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Program.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 20
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Properties\launchSettings.json", "JSON", 0, 31, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 32
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\Startup.cs", "C#", 0, 0, 62, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 11, 82
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\iVertion.WebApi.csproj", "XML", 27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 31
"c:\Projetos\weather-tracking\Api\iVertion.WebApi\iVertion.WebApi.xml", "XML", 419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 429
"c:\Projetos\weather-tracking\Api\iVertion.postman_collection.json", "JSON", 0, 656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 656
"c:\Projetos\weather-tracking\App\weather_tracking_app\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 0, 0, 7, 17
"c:\Projetos\weather-tracking\App\weather_tracking_app\analysis_options.yaml", "YAML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 22, 4, 29
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\app\build.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 6, 7, 45
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\app\src\debug\AndroidManifest.xml", "XML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 8
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\app\src\main\AndroidManifest.xml", "XML", 41, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 3, 55
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\app\src\main\res\drawable-v21\launch_background.xml", "XML", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 13
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\app\src\main\res\drawable\launch_background.xml", "XML", 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 2, 13
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\app\src\main\res\values-night\styles.xml", "XML", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 19
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\app\src\main\res\values\styles.xml", "XML", 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 1, 19
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\app\src\profile\AndroidManifest.xml", "XML", 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 1, 8
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\build.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 3, 19
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\gradle.properties", "Properties", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\gradle\wrapper\gradle-wrapper.properties", "Properties", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 1, 6
"c:\Projetos\weather-tracking\App\weather_tracking_app\android\settings.gradle", "Gradle", 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 0, 0, 0, 5, 26
"c:\Projetos\weather-tracking\App\weather_tracking_app\assets\dark_map_style.json", "JSON", 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 187
"c:\Projetos\weather-tracking\App\weather_tracking_app\assets\light_map_style.json", "JSON", 0, 186, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 187
"c:\Projetos\weather-tracking\App\weather_tracking_app\devtools_options.yaml", "YAML", 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"c:\Projetos\weather-tracking\App\weather_tracking_app\ios\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 13
"c:\Projetos\weather-tracking\App\weather_tracking_app\ios\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 14
"c:\Projetos\weather-tracking\App\weather_tracking_app\ios\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 122, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 123
"c:\Projetos\weather-tracking\App\weather_tracking_app\ios\Runner\Assets.xcassets\LaunchImage.imageset\Contents.json", "JSON", 0, 23, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 24
"c:\Projetos\weather-tracking\App\weather_tracking_app\ios\Runner\Assets.xcassets\LaunchImage.imageset\README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 2, 5
"c:\Projetos\weather-tracking\App\weather_tracking_app\ios\Runner\Base.lproj\LaunchScreen.storyboard", "XML", 36, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 38
"c:\Projetos\weather-tracking\App\weather_tracking_app\ios\Runner\Base.lproj\Main.storyboard", "XML", 25, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 27
"c:\Projetos\weather-tracking\App\weather_tracking_app\ios\Runner\Runner-Bridging-Header.h", "C++", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 2
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\app_module.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 2, 4, 31
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 4, 22
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\models\person_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 0, 4, 32
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\models\user_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 3, 47
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\models\weather_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 3, 56
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\services\auth_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 5, 22
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\services\location_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\services\network_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 114, 0, 0, 5, 21, 140
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\services\weather_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 0, 0, 4, 3, 34
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\viewmodels\auth_viewmodel.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 91, 0, 0, 6, 18, 115
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\viewmodels\person_viewmodel.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 0, 1, 7, 66
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\viewmodels\weather_viewmodel.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 0, 6, 12, 51
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\viewmodels\weather_viewmodel.g.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 42, 0, 0, 5, 13, 60
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\views\auth\login_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 121, 0, 0, 0, 3, 124
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\views\auth\register_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 107, 0, 0, 0, 3, 110
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\views\home\home_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 1, 8, 157
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\views\person\register_person_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 86, 0, 0, 0, 3, 89
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\widgets\custom_text_field.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 4, 39
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\widgets\profile_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 45, 0, 0, 1, 5, 51
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\widgets\weather_background.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 2, 9, 47
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\widgets\weather_card_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 4, 44
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\widgets\weather_detail_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 21, 0, 0, 0, 4, 25
"c:\Projetos\weather-tracking\App\weather_tracking_app\lib\widgets\weather_icon_widget.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 6, 29
"c:\Projetos\weather-tracking\App\weather_tracking_app\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 0, 4, 5, 20
"c:\Projetos\weather-tracking\App\weather_tracking_app\linux\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 6, 16
"c:\Projetos\weather-tracking\App\weather_tracking_app\linux\main.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 2, 7
"c:\Projetos\weather-tracking\App\weather_tracking_app\linux\my_application.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 82, 0, 0, 0, 0, 17, 26, 125
"c:\Projetos\weather-tracking\App\weather_tracking_app\linux\my_application.h", "C++", 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 7, 5, 19
"c:\Projetos\weather-tracking\App\weather_tracking_app\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 18, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 25
"c:\Projetos\weather-tracking\App\weather_tracking_app\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4, 13
"c:\Projetos\weather-tracking\App\weather_tracking_app\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Projetos\weather-tracking\App\weather_tracking_app\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"c:\Projetos\weather-tracking\App\weather_tracking_app\macos\Runner\Base.lproj\MainMenu.xib", "XML", 343, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 344
"c:\Projetos\weather-tracking\App\weather_tracking_app\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Projetos\weather-tracking\App\weather_tracking_app\pubspec.yaml", "YAML", 0, 0, 0, 0, 33, 0, 0, 0, 0, 0, 0, 0, 60, 12, 105
"c:\Projetos\weather-tracking\App\weather_tracking_app\web\index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 15, 5, 39
"c:\Projetos\weather-tracking\App\weather_tracking_app\web\manifest.json", "JSON", 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"c:\Projetos\weather-tracking\App\weather_tracking_app\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 4, 5, 27
"c:\Projetos\weather-tracking\App\weather_tracking_app\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 5, 6, 16
"c:\Projetos\weather-tracking\App\weather_tracking_app\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 49, 0, 0, 0, 0, 7, 16, 72
"c:\Projetos\weather-tracking\App\weather_tracking_app\windows\runner\flutter_window.h", "C++", 0, 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 0, 5, 9, 34
"c:\Projetos\weather-tracking\App\weather_tracking_app\windows\runner\main.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 0, 0, 4, 10, 44
"c:\Projetos\weather-tracking\App\weather_tracking_app\windows\runner\resource.h", "C++", 0, 0, 0, 0, 0, 0, 0, 9, 0, 0, 0, 0, 6, 2, 17
"c:\Projetos\weather-tracking\App\weather_tracking_app\windows\runner\utils.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 54, 0, 0, 0, 0, 2, 10, 66
"c:\Projetos\weather-tracking\App\weather_tracking_app\windows\runner\utils.h", "C++", 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 6, 6, 20
"c:\Projetos\weather-tracking\App\weather_tracking_app\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 0, 0, 0, 0, 210, 0, 0, 0, 0, 24, 55, 289
"c:\Projetos\weather-tracking\App\weather_tracking_app\windows\runner\win32_window.h", "C++", 0, 0, 0, 0, 0, 0, 0, 48, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 1044, 1307, 6232, 64, 39, 8, 69, 562, 19, 1212, 106, 14, 720, 1220, 12616